DiseaseName	DiseaseID	ParentIDs	Synonyms
Acalculous Cholecystitis	MESH:D042101	MESH:D002764	Acalculous Gallbladder Inflammation|Cholecystitis, Acalculous|Gallbladder Inflammation, Acalculous
Acalvaria	MESH:C535570	MESH:D009436	
Acanthamoeba Keratitis	MESH:D015823	MESH:D000562|MESH:D007634|MESH:D015822	Acanthamoeba Keratitides|Keratitides, Acanthamoeba|Keratitis, Acanthamoeba
Acanthocheilonemiasis	MESH:D063485	MESH:D005368	Acanthocheilonemiases
Acantholysis	MESH:D000051	MESH:D010335|MESH:D012872	Acantholyses
Acanthoma	MESH:D049309	MESH:D012878|MESH:D018307	Acanthoma, Clear Cell|Acanthoma, Degos|Acanthoma, Pilar Sheath|Acanthomas|Acanthomas, Clear Cell|Acanthomas, Pilar Sheath|Clear Cell Acanthoma|Clear Cell Acanthomas|Degos Acanthoma|Pilar Sheath Acanthoma|Pilar Sheath Acanthomas
Acanthosis Nigricans	MESH:D000052	MESH:D008548	Acanthosis Nigrican|Nigrican, Acanthosis|Nigricans, Acanthosis
Acanthosis nigricans muscle cramps acral enlargement	MESH:C536000	MESH:D000052|MESH:D006628|MESH:D009120	Acanthosis Nigricans With Muscle Cramps And Acral Enlargement
Acatalasia	MESH:D020642	MESH:D018901	Acatalasemia|Acatalasemia Japanese Type|Acatalasemia Swiss Type|ACATALASIA|Catalase Deficiencies|Catalase Deficiency|Deficiencies, Catalase|Deficiency, Catalase|Disease, Takahara|Disease, Takahara's|Hypocatalasemia|Hypocatalasia|Japanese Type, Acatalasemia|Swiss Type, Acatalasemia|Takahara Disease|Takahara's Disease|Takaharas Disease
Accelerated Idioventricular Rhythm	MESH:D016170	MESH:D017180	Accelerated Idioventricular Rhythms|AIVR|Idioventricular Rhythm, Accelerated|Idioventricular Rhythms, Accelerated|Slow Ventricular Tachycardia|Slow Ventricular Tachycardias|Ventricular Tachycardia, Slow|Ventricular Tachycardias, Slow
Accessory Atrioventricular Bundle	MESH:D058606	MESH:D020763	Accessory Atrioventricular Bundles|Accessory Atrioventricular Pathway|Accessory Atrioventricular Pathways|Accessory Conducting Pathway|Accessory Conducting Pathways|Accessory Pathway, Concealed|Accessory Pathway, Fasciculoventricular|Accessory Pathway, Nodoventricular|Accessory Pathways, Concealed|Accessory Pathways, Fasciculoventricular|Accessory Pathways, Nodoventricular|Atrio Hisian Bypass Tract|Atrio-Hisian Bypass Tract|Atrio-Hisian Bypass Tracts|Atriohisian Fiber|Atriohisian Fibers|Atriohisian Tract|Atriohisian Tracts|Atrioventricular Bundle, Accessory|Atrioventricular Bundles, Accessory|Atrioventricular Pathway, Accessory|Atrioventricular Pathways, Accessory|Bundle, Accessory Atrioventricular|Bundle, Kent|Bundle of Kent|Bundles, Accessory Atrioventricular|Bypass Tract, Atrio-Hisian|Bypass Tracts, Atrio-Hisian|Concealed Accessory Pathway|Concealed Accessory Pathways|Conducting Pathway, Accessory|Conducting Pathways, Accessory|Fasciculoventricular Accessory Pathway|Fasciculoventricular Accessory Pathways|Fasciculoventricular Pathway|Fasciculoventricular Pathways|Fiber, Atriohisian|Fiber, Mahaim|Fibers, Atriohisian|Fibers, James|Fibers, Mahaim|James Fibers|Kent Bundle|Mahaim Fiber|Mahaim Fibers|Nodoventricular Accessory Pathway|Nodoventricular Accessory Pathways|Nodoventricular Pathway|Nodoventricular Pathways|Pathway, Accessory Atrioventricular|Pathway, Accessory Conducting|Pathway, Concealed Accessory|Pathway, Fasciculoventricular|Pathway, Fasciculoventricular Accessory|Pathway, Nodoventricular|Pathway, Nodoventricular Accessory|Pathways, Accessory Atrioventricular|Pathways, Accessory Conducting|Pathways, Concealed Accessory|Pathways, Fasciculoventricular|Pathways, Fasciculoventricular Accessory|Pathways, Nodoventricular|Pathways, Nodoventricular Accessory|Tract, Atriohisian|Tract, Atrio-Hisian Bypass|Tracts, Atriohisian|Tracts, Atrio-Hisian Bypass
Accessory deep peroneal nerve	MESH:C536001	MESH:D010523	Peroneal nerve, accessory deep
Accessory navicular bone	MESH:C536002	MESH:D005534	Navicular Bone, Accessory
Accessory Nerve Diseases	MESH:D020436	MESH:D003389	Accessory Nerve Disease|Cranial Nerve Eleven Diseases|Cranial Nerve Eleven Disorders|Cranial Nerve XI Diseases|Eleventh Cranial Nerve Disease|Spinal Accessory Nerve Diseases
Accessory Nerve Injuries	MESH:D061227	MESH:D020209|MESH:D020436	Accessory Nerve Avulsion|Accessory Nerve Avulsions|Accessory Nerve Contusion|Accessory Nerve Contusions|Accessory Nerve Injury|Accessory Nerve Transection|Accessory Nerve Transections|Accessory Nerve Trauma|Accessory Nerve Traumas|Accessory Neuropathies, Traumatic|Accessory Neuropathy, Traumatic|Avulsion, Accessory Nerve|Avulsions, Accessory Nerve|Contusion, Accessory Nerve|Contusions, Accessory Nerve|Cranial Nerve XI Injury|Eleventh Cranial Nerve Injuries|Eleventh Cranial Nerve Injury|Eleventh-Nerve Palsies, Traumatic|Eleventh Nerve Palsy, Traumatic|Eleventh-Nerve Palsy, Traumatic|Eleventh Nerve Trauma|Eleventh-Nerve Trauma|Eleventh-Nerve Traumas|Injuries, Accessory Nerve|Injury, Accessory Nerve|Injury, Cranial Nerve XI|Injury, Eleventh Cranial Nerve|Nerve Avulsion, Accessory|Nerve Avulsions, Accessory|Nerve Contusion, Accessory|Nerve Contusions, Accessory|Nerve Injuries, Accessory|Nerve Injury, Accessory|Nerve Transection, Accessory|Nerve Transections, Accessory|Nerve Trauma, Accessory|Nerve Traumas, Accessory|Neuropathies, Traumatic Accessory|Neuropathy, Traumatic Accessory|Palsies, Traumatic Eleventh-Nerve|Palsy, Traumatic Eleventh-Nerve|Spinal Accessory Nerve Avulsion|Spinal Accessory Nerve Contusion|Spinal Accessory Nerve Injury|Spinal Accessory Nerve Transection|Spinal Accessory Nerve Trauma|Spinal Accessory Neuropathy, Traumatic|Transection, Accessory Nerve|Transections, Accessory Nerve|Trauma, Accessory Nerve|Trauma, Eleventh-Nerve|Traumas, Accessory Nerve|Traumas, Eleventh-Nerve|Traumatic Accessory Neuropathies|Traumatic Accessory Neuropathy|Traumatic Eleventh-Nerve Palsies|Traumatic Eleventh Nerve Palsy|Traumatic Eleventh-Nerve Palsy
Accessory pancreas	MESH:C536003	MESH:D000013	
Accidental Injuries	MESH:D000081084	MESH:D014947	Accidental Injury|Accident Injuries|Accident Injury|Injuries, Accident|Injuries, Accidental|Injury, Accident|Injury, Accidental
Accutane embryopathy	MESH:C535670	MESH:D000014	Accutane-exposed pregnancies|Isotretinoin embryopathy|Isotretinoin (RoAccutane) embryopathy
Acetylcarnitine deficiency	MESH:C536006	MESH:D008661	
Acetyl-Coa Carboxylase Deficiency	MESH:C562678	MESH:D008052	ACACAD|ACACA Deficiency|ACC1 DEFICIENCY|ACETYL-CoA CARBOXYLASE-ALPHA DEFICIENCY|ACETYL-CoA CARBOXYLASE DEFICIENCY
Achalasia Addisonianism Alacrimia syndrome	MESH:C536008	MESH:D000309|MESH:D004931	AAAS|Aaa Syndrome|Achalasia-Addisonianism-Alacrima Syndrome|Achalasia-Addisonian Syndrome|Achalasia-Alacrima Syndrome|Achalasia alacrimia syndrome|Acth-Resistant Adrenal Insufficiency, Achalasia And Alacrima|ACTH resistant adrenal insufficiency, achalasia and alacrima|ACTH-RESISTANT ADRENAL INSUFFICIENCY, ACHALASIA AND ALACRIMA ACHALASIA-ALACRIMA SYNDROME, INCLUDED|Addisonian achalasia syndrome|Addisonian-Achalasia Syndrome|Alacrima-Achalasia-Addisonianism|Alacrima-achalasia-adrenal insufficiency neurologic disorder|Allgrove syndrome|Glucocorticoid deficiency and achalasia|Hypoadrenalism with achalasia|Infantile achalasia with alacrima|Triple A syndrome|Triple-A Syndrome
Achalasia, familial esophageal	MESH:C536011	MESH:D004931	Familial esophageal achalasia
Achalasia microcephaly	MESH:C536010	MESH:D004931|MESH:D008831	Achalasia microcephaly syndrome|Achalasia-Microcephaly Syndrome
Achard syndrome	MESH:C536012	MESH:D004413|MESH:D007593|MESH:D054119	Arachnodactyly, receding lower jaw, and joint laxity limited to the hands and feet|Dysostoses and increased ligament laxity
Achard-Thiers syndrome	MESH:C536013	MESH:D010051|MESH:D014770|MESH:D048909	Adenoma associated virilism of older women|Bearded female with diabetes|Diabetes in bearded women|Diabetic-bearded woman syndrome
Acheiropodia	MESH:C536014	MESH:D005532|MESH:D006228	ACHEIROPODIA|Acheiropody|Acheiropody, Brazilian type|ACHP|Brazilian type acheiropody
Achlorhydria	MESH:D000126	MESH:D000137|MESH:D013272	Achylia Gastrica|Hypochlorhydria
Acholinesterasemia	MESH:C566750	MESH:D008661	
Achondrogenesis	MESH:C579878	MESH:D010009	Achondrogenesis Syndrome
Achondrogenesis type 1A	MESH:C536015	MESH:D000130	ACG1A|Achondrogenesis, Houston-Harris type|Achondrogenesis, Type Ia|Houston-Harris achondrogenesis
Achondrogenesis type 1B	MESH:C536016	MESH:D000130	ACG1B|Achondrogenesis, Fraccaro type|Achondrogenesis, Type Ib|Fraccaro achondrogenesis
Achondrogenesis type 2	MESH:C536017	MESH:D000130	ACG2|Achondrogenesis, Langer-Saldino type|ACHONDROGENESIS, TYPE IB, FORMERLY HYPOCHONDROGENESIS, INCLUDED|Achondrogenesis, Type II|Chondrogenesis imperfecta|Langer-Saldino achondrogenesis
Achondrogenesis, type 3	MESH:C536018	MESH:D000130	Type 3 Achondrogenesis
Achondrogenesis, type 4	MESH:C536019	MESH:D000130	Type 4 Achondrogenesis
Achondroplasia	MESH:D000130		
Achondroplasia and Swiss type agammaglobulinemia	MESH:C536020	MESH:D000130|MESH:D000361	Agammaglobulinaemia and achondroplasia
Achondroplastic dwarfism	MESH:C531599	MESH:D000130	
Achromatopsia 2	MESH:C536128	MESH:D003117	ACHM2|Colorblindness, Total|RMCH2|Rod monochromacy 2|Rod monochromatism 2|Total color blindness
Achromatopsia 3	MESH:C536129	MESH:D003117	ACHM1, FORMERLY|Achm3|ACHM 3|Achromatopsia 1|Achromatopsia with myopia|Pingelapese|Pingelapese Blindness|RMCH1, FORMERLY|Rod monochromacy|ROD MONOCHROMACY 1, FORMERLY|Rod monochromatism|ROD MONOCHROMATISM 1, FORMERLY|Total colorblindness with myopia
Achromatopsia 4	MESH:C564206	MESH:D003117|MESH:D015785	ACHM4
Achromatopsia 5	MESH:C567759	MESH:D003117|MESH:D015785	
ACHROMATOPSIA 7	OMIM:616517	MESH:D003117	ACHM7
Achromatopsia incomplete, X-linked	MESH:C538165	MESH:D003117|MESH:D040181	Incomplete achromatopsia , X-linked|X-linked achromatopsia, incomplete
Acid-Base Imbalance	MESH:D000137	MESH:D008659	Acid Base Imbalance|Acid-Base Imbalances|Imbalance, Acid-Base|Imbalances, Acid-Base
Acidemia, isovaleric	MESH:C538167	MESH:D000592	Isovaleric acid CoA dehydrogenase deficiency|Isovaleric Acid-CoA Dehydrogenase Deficiency|Isovaleric acidemia|Isovaleryl CoA carboxylase deficiency|Isovaleryl-CoA Dehydrogenase Deficiency|IVA|IVD DEFICIENCY
ACID-LABILE SUBUNIT DEFICIENCY	OMIM:615961	MESH:D006130	ACLSD
Acidosis	MESH:D000138	MESH:D000137	Acidoses|Acidoses, Metabolic|Acidosis, Metabolic|Metabolic Acidoses|Metabolic Acidosis
Acidosis, Lactic	MESH:D000140	MESH:D000138	Lactic Acidosis
Acidosis, Renal Tubular	MESH:D000141	MESH:D000138|MESH:D015499	Acidosis, Renal Tubular, Type I|Acidosis, Renal Tubular, Type II|Autosomal Dominant Distal Renal Tubular Acidosis|Classic Distal Renal Tubular Acidosis|Classic Type RTA|Classic Type RTAs|Distal Renal Tubular Acidosis|DRTA1|Gradient Type RTA|Gradient Type RTAs|Proximal Renal Tubular Acidosis|Proximal Type RTA|Proximal Type RTAs|Renal Tubular Acidosis|Renal Tubular Acidosis 1|RENAL TUBULAR ACIDOSIS, DISTAL, 1|Renal Tubular Acidosis, Distal, Autosomal Dominant|Renal Tubular Acidosis I|Renal Tubular Acidosis II|Renal Tubular Acidosis, Proximal|Renal Tubular Acidosis, Proximal, with Ocular Abnormalities|Renal Tubular Acidosis, Type I|Renal Tubular Acidosis, Type II|RTA, Classic Type|RTA, Distal Type, Autosomal Dominant|RTA, Gradient Type|RTA, Proximal Type|RTAs, Classic Type|RTAs, Gradient Type|RTAs, Proximal Type|Type II Renal Tubular Acidosis|Type I Renal Tubular Acidosis
Acidosis, Respiratory	MESH:D000142	MESH:D000138|MESH:D012131	Acidoses, Respiratory|Respiratory Acidoses|Respiratory Acidosis
Acid Phosphatase Deficiency	MESH:C562645	MESH:D008661	
Acinetobacter Infections	MESH:D000151	MESH:D045828	Acinetobacter Infection|Infection, Acinetobacter|Infection, Mimae|Infections, Acinetobacter|Infections, Mimae|Mimae Infection|Mimae Infections
Acitretin embryopathy	MESH:C538169	MESH:D000014	Acitretine embryofetopathy
Ackerman syndrome	MESH:C538170	MESH:D005901|MESH:D014071|MESH:D019767	Glaucoma, Juvenile, With Unusual Upper Lip And Dental Roots|Juvenile glaucoma with unusual upper lip and dental roots|Molar Roots, Pyramidal, With Juvenile Glaucoma And Unusual Upper Lip|Pyramidal molars, glaucoma, abnormal upper lip
Acne, Adult	MESH:C565791	MESH:D000152	
Acne Conglobata	MESH:D000069316	MESH:D000152	Acne Conglobatas|Conglobata, Acne|Conglobatas, Acne
Acneiform Eruptions	MESH:D017486	MESH:D012871	Acneiform Eruption|Eruption, Acneiform|Eruptions, Acneiform
Acne Keloid	MESH:D000153	MESH:D005499|MESH:D007627|MESH:D017486	Acne, Keloidal|Acne Keloidalis|Acne Keloids|Acne, Nuchal Keloid|Acnes, Nuchal Keloid|Capillitii, Dermatitis Papillaris|Capillitius, Dermatitis Papillaris|Dermatitis Papillaris Capillitii|Dermatitis Papillaris Capillitius|Folliculitis Keloidalis|Folliculitis Keloidalis Nuchae|Keloid, Acne|Keloid Acne, Nuchal|Keloid Acnes, Nuchal|Keloidal Acne|Keloidal Acnes|Keloidalis Nuchae, Folliculitis|Keloidalis Nuchae, Lichen|Keloids, Acne|Lichen Keloidalis Nuchae|Nuchae, Folliculitis Keloidalis|Nuchae, Lichen Keloidalis|Nuchal Keloid Acne|Nuchal Keloid Acnes|Papillaris Capillitii, Dermatitis|Papillaris Capillitius, Dermatitis
Acne Vulgaris	MESH:D000152	MESH:D012625|MESH:D017486	Acne
Acquired agranulocytosis	MESH:C538171	MESH:D000380	Agranulocytic Angina|Granulocytopenia, Primary|Neutropenia, Malignant
Acquired amegakaryocytic thrombocytopenia	MESH:C538172	MESH:D001855|MESH:D011696	
Acquired angioedema	MESH:C538173	MESH:D000799	
Acquired CJD	MESH:C538481	MESH:D007562|MESH:D016643	Sporadic CJD
Acquired Hyperostosis Syndrome	MESH:D020083	MESH:D010009	Acquired Hyperostosis Syndromes|Hyperostosis Syndrome, Acquired|Hyperostosis Syndromes, Acquired|SAPHO Syndrome|SAPHO Syndromes|Syndrome, Acquired Hyperostosis|Syndromes, Acquired Hyperostosis|Syndrome, SAPHO|Syndromes, SAPHO|Synovitis, Acne, Pustlosis, Hyperostosis, and Osteomyelitis
Acquired hypoprothrombinemia	MESH:C538174	MESH:D007020	Hypoprothrombinemia, acquired
Acquired ichthyosis	MESH:C538175	MESH:D007057	Fish scale disease, acquired|Ichthyosis acquisita
Acquired Immunodeficiency Syndrome	MESH:D000163	MESH:D012897|MESH:D015658	Acquired Immune Deficiency Syndrome|Acquired Immuno Deficiency Syndrome|Acquired Immuno-Deficiency Syndrome|Acquired Immunodeficiency Syndromes|Acquired Immuno-Deficiency Syndromes|AIDS|Immunodeficiency Syndrome, Acquired|Immuno-Deficiency Syndrome, Acquired|Immunodeficiency Syndromes, Acquired|Immuno-Deficiency Syndromes, Acquired|Immunologic Deficiency Syndrome, Acquired|Syndrome, Acquired Immunodeficiency|Syndrome, Acquired Immuno-Deficiency|Syndromes, Acquired Immunodeficiency|Syndromes, Acquired Immuno-Deficiency
Acquired Protein S Deficiency	MESH:C567077	MESH:D018455	
Acquired pure megakaryocytic aplasia	MESH:C538176	MESH:D001855|MESH:D013921	
Acrocallosal Syndrome	MESH:D055673	MESH:D061085	ACLS|Acrocallosal Syndromes|Hallux Duplication, Postaxial Polydactyly, and Absence of Corpus Callosum|JBTS12, INCLUDED|JOUBERT SYNDROME 12/15, DIGENIC, INCLUDED|SCHINZEL ACROCALLOSAL SYNDROME JOUBERT SYNDROME 12, INCLUDED|Syndrome, Acrocallosal|Syndromes, Acrocallosal
Acrocallosal syndrome, Schinzel type	MESH:C538177	MESH:D055673	Schinzel acrocallosal syndrome|Schinzel syndrome 1
Acrocapitofemoral Dysplasia	MESH:C564334	MESH:D001848|MESH:D006130|MESH:D059327	ACFD
Acrocephalopolydactylous Dysplasia	MESH:C573722	MESH:D000015|MESH:D006130	Elejalde syndrome
Acrocephalopolysyndactyly Type II	MESH:C563187	MESH:D000168	ACPS II|ACROCEPHALOPOLYSYNDACTYLY TYPE II|Carpenter Syndrome|CARPENTER SYNDROME 1|CARPENTER SYNDROME 2|CRPT1|CRPT2
Acrocephalosyndactylia	MESH:D000168	MESH:D003398|MESH:D013576	Acrocephalosyndactylias|Acrocephalosyndactylies, Type 1|Acrocephalosyndactylies, Type 3|Acrocephalosyndactylies, Type I|Acrocephalosyndactylies, Type II|Acrocephalosyndactylies, Type III|Acrocephalosyndactylies, Type V|Acrocephalosyndactyly (Apert)|Acrocephalosyndactyly III|Acrocephalosyndactyly IIIs|Acrocephalosyndactyly, Type 1|Acrocephalosyndactyly, Type 3|Acrocephalosyndactyly, Type I|Acrocephalosyndactyly, Type II|Acrocephalosyndactyly, Type III|ACROCEPHALOSYNDACTYLY, TYPE II, INCLUDED|Acrocephalosyndactyly, Type V|Acrocephaly, Skull Asymmetry, and Mild Syndactyly|ACROCEPHALY, SKULL ASYMMETRY, AND MILD SYNDACTYLY SAETHRE-CHOTZEN SYNDROME WITH EYELID ANOMALIES, INCLUDED|ACS1|ACS3|ACS I APERT-CROUZON DISEASE, INCLUDED|ACS III|ACS II, INCLUDED|Apert Crouzon Disease|Apert-Crouzon Disease|Apert Syndrome|BLEPHAROPHIMOSIS, EPICANTHUS INVERSUS, AND PTOSIS 3, FORMERLY, INCLUDED;BPES3, FORMERLY, INCLUDED|Chotzen Syndrome|Craniofacial-Skeletal-Dermatologic Dysplasia|Disease, Apert-Crouzon|Dysostosis Craniofacialis with Hypertelorism|Kurczynski Casperson Syndrome|Noack Syndrome|Noack Syndromes|Pfeiffer Syndrome|Saethre Chotzen Syndrome|Saethre-Chotzen Syndrome|SCS|Syndactylic Oxycephalies|Syndactylic Oxycephaly|Syndrome, Apert|Syndrome, Chotzen|Syndrome, Kurczynski Casperson|Syndrome, Noack|Syndrome, Pfeiffer|Syndrome, Saethre-Chotzen|Syndromes, Noack|Type I Acrocephalosyndactylies|Type I Acrocephalosyndactyly|Type II Acrocephalosyndactylies|Type II Acrocephalosyndactyly|Type III Acrocephalosyndactyly|Type V Acrocephalosyndactylies|Type V Acrocephalosyndactyly|VOGT CEPHALODACTYLY, INCLUDED
Acrodermatitis	MESH:D000169	MESH:D003872|MESH:D012868	Acrodermatitides|Acrodermatitis Papulosa Infantum|Acrodermatitis Papulosa Infantums|Acropapulo Vesicular Syndrome|Acropapulo-Vesicular Syndrome|Acropapulo-Vesicular Syndromes|Childhood Papular Acrodermatitides|Childhood Papular Acrodermatitis|Erythemato Vesiculo Papulous Eruptive Syndrome|Erythemato-Vesiculo-Papulous Eruptive Syndrome|Erythemato-Vesiculo-Papulous Eruptive Syndromes|Gianotti Crosti Syndrome|Gianotti-Crosti Syndrome|Infantile Papular Acrodermatitides|Infantile Papular Acrodermatitis|Papular Acrodermatitides, Infantile|Papular Acrodermatitis, Infantile|Papular Acrodermatitis of Childhood|Papulovesicular Acrolocated Syndrome|Papulovesicular Acrolocated Syndromes|Syndrome, Acropapulo-Vesicular|Syndrome, Erythemato-Vesiculo-Papulous Eruptive|Syndrome, Gianotti-Crosti|Syndromes, Acropapulo-Vesicular|Syndromes, Erythemato-Vesiculo-Papulous Eruptive|Syndromes, Papulovesicular Acrolocated
Acrodermatitis enteropathica	MESH:C538178	MESH:D000169	Acrodermatitis enteropathica zinc deficiency type|Acrodermatitis Enteropathica, Zinc-Deficiency Type|AEZ
Acrodynia	MESH:D000170	MESH:D010523|MESH:D020262	Acrodynic Erythema|Childhood Mercurialism, Chronic|Childhood Mercurialisms, Chronic|Chronic Childhood Mercurialism|Chronic Childhood Mercurialisms|Erythema, Acrodynic|Feer Disease|Feer's Disease|Feers Disease|Mercurialism, Chronic Childhood|Pink Disease|Swift Disease|Swift's Disease|Swifts Disease
Acrodysostosis	MESH:C538179	MESH:D004413|MESH:D008607|MESH:D010009	ACRDYS1|ACRDYS2|Acrodysostosis 1 with or without hormone resistance|ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE|Acrodysostosis 2, with or without hormone resistance|Acrodysplasia|ADOHR|Arkless-Graham syndrome|Maroteaux-Malamut syndrome|Nasal hypoplasia-peripheral dysostosis-mental retardation syndrome|Peripheral Dysostosis|Peripheral dysostosis-nasal hypoplasia-mental retardation (PNM) syndrome
Acrodysplasia scoliosis	MESH:C538180	MESH:D010009|MESH:D012600	Brachydactyly, scoliosis, spina bifida occulta, and carpal synostosis|Prata Liberal Goncalves syndrome|Prata Libéral Gonçalves syndrome
Acrodysplasia with ossification abnormalities, short stature, and fibular hypoplasia	MESH:C538181	MESH:D010009	
Acrofacial dysostosis Catania form	MESH:C538182	MESH:D008342|MESH:D014096	Acrofacial Dysostosis, Catania Type|Opitz Mollica Sorge syndrome
ACROFACIAL DYSOSTOSIS, CINCINNATI TYPE	OMIM:616462	MESH:D008342	AFDCIN
Acrofacial dysostosis, Nager type	MESH:C538184	MESH:D008342	Acrofacial Dysostosis 1, Nager Type|Afd1|AFD, Nager type|Mandibulofacial dysostosis, Treacher Collins type, with limb anomalies|Nager Acrofacial Dysostosis|Nager Acrofacial Dysostosis Syndrome|Nager syndrome|Preaxial acrofacial dysostosis|Preaxial Mandibulofacial Dysostosis
Acrofacial dysostosis, Palagonia type	MESH:C538185	MESH:D006228|MESH:D008342|MESH:D014096	Palagonia type of acrofacial dysostosis
Acrofacial dysostosis Rodriguez type	MESH:C538183	MESH:D006228|MESH:D008342	Acrofacial Dysostosis Syndrome Of Rodriguez|Rodriguez lethal acrofacial dysostosis syndrome
Acrofrontofacionasal dysostosis syndrome	MESH:C538186	MESH:D008342	Acro fronto facio nasal dysostosis|Acrofrontofacionasal Dysostosis 1|Cleft lip-palate with frontonasal dysostosis and postaxial polysyndactyly|Polysyndactyly, postaxial, frontonasal dysostosis, and cleft lip-palate
Acrogeria, gottron type	MESH:C538187	MESH:D011371	Acrometageria|Metageria
Acrokeratoderma, Hereditary Papulotranslucent	MESH:C566323	MESH:D005533|MESH:D007642	
Acrokeratoelastoidosis of Costa	MESH:C535653	MESH:D007645	Collagenous plaques of hand and feet|Collagenous Plaques Of Hands And Feet|Palmoplantar keratoderma, punctate type 3
Acroleukopathy, Symmetric	MESH:C566322	MESH:D010859	
Acromegaloid facial appearance syndrome	MESH:C535655	MESH:D000172|MESH:D006983|MESH:D017880	Thick lips and oral mucosa
Acromegaloid features, overgrowth, cleft palate, and hernia	MESH:C535656	MESH:D000015|MESH:D000172|MESH:D002972|MESH:D006130|MESH:D006547	AOCH
Acromegaly	MESH:D000172	MESH:D001849|MESH:D006964	Hypersecretion Syndrome, Somatotropin (Acromegaly)|Hypersecretion Syndromes, Somatotropin (Acromegaly)|Inappropriate GH Secretion Syndrome (Acromegaly)|Inappropriate Growth Hormone Secretion Syndrome (Acromegaly)|Somatotropin Hypersecretion Syndrome (Acromegaly)|Somatotropin Hypersecretion Syndromes (Acromegaly)|Syndrome, Somatotropin Hypersecretion (Acromegaly)|Syndromes, Somatotropin Hypersecretion (Acromegaly)
Acromelic Frontonasal Dysostosis	MESH:C566345	MESH:D008342	AFND
Acromelic frontonasal dysplasia	MESH:C535657	MESH:D000172	
Acromesomelic dysplasia	MESH:C535658	MESH:D004392|MESH:D010009	Acromesomelic Dwarfism|Acromesomelic dysplasia Hunter Thompson type|Acromesomelic dysplasia Hunter-Thompson type|Acromesomelic Dysplasia, Hunter-Thompson Type|St Helena dysplasia|St. Helena Dysplasia
